641373581,2017-03-29,CHN,,USA,,1.9,1,-1.6317,04,http://nationalinterest.org/feature/trump-must-change-policy-asia-avoid-war-china-19932,nationalinterest.org,United States
641373582,2017-03-29,CHN,,USA,,1.9,5,-1.56435,04,http://nationalinterest.org/feature/trump-must-change-policy-asia-avoid-war-china-19932,nationalinterest.org,United States
641378298,2017-03-29,CHN,,USA,,4.0,2,2.0595,03,http://timesofindia.indiatimes.com/business/international-business/the-trump-presidency-on-march-28-at-600-p-m-edt/2200-gmt/articleshow/57882923.cms,timesofindia.indiatimes.com,India
641391019,2017-03-29,CHN,,USA,,3.4,32,0.974026,05,http://www.sgvtribune.com/business/20170328/chino-airport-brea-host-chinese-in-quest-of-growing-private-aviation,sgvtribune.com,-
641391028,2017-03-29,CHN,,USA,,8.0,1,-1.44928,05,http://usa.chinadaily.com.cn/world/2017-03/29/content_28714617.htm,usa.chinadaily.com.cn,China
641396681,2017-03-29,CHN,,USA,,4.0,2,-3.30372,03,http://www.todayonline.com/world/americas/trump-xi-expected-meet-april-6-7-florida-media-reports,todayonline.com,Singapore
641396683,2017-03-29,CHN,,USA,,1.0,2,-3.30372,04,http://www.todayonline.com/world/americas/trump-xi-expected-meet-april-6-7-florida-media-reports,todayonline.com,Singapore
641396684,2017-03-29,CHN,,USA,,1.9,3,0.228828,04,http://focus-fen.net/./news/2017/03/29/417658/kyodo-trump-to-host-chinas-xi-in-florida-on-april-6-7.html,focus-fen.net,Bulgaria
641396686,2017-03-29,CHN,,USA,,4.0,6,1.6485,03,http://www.ecns.cn/business/2017/03-29/251198.shtml,ecns.cn,China
641403783,2017-03-29,CHN,,USA,,1.0,2,2.72835,04,https://www.annistonstar.com/the_daily_home/fellowship-factory-coming-to-downtown-talladega/article_9b58bb6c-1405-11e7-9f78-37b9f79138dc.html,annistonstar.com,United States
641403788,2017-03-29,CHN,,USA,,3.0,2,-2.50671,02,http://www.standard.net.au/story/4458984/be-like-trump-and-lower-company-tax-says-rba-governor/?cs=4162,standard.net.au,Australia
641441741,2017-03-29,CHN,,USA,,1.0,6,-1.29876,04,http://economictimes.indiatimes.com/news/international/world-news/donald-trump-to-meet-chinas-xi-jinping-first-week-in-april-us-official/articleshow/57886934.cms,economictimes.indiatimes.com,India
641441742,2017-03-29,CHN,,USA,,1.0,9,-1.29876,04,http://economictimes.indiatimes.com/news/international/world-news/donald-trump-to-meet-chinas-xi-jinping-first-week-in-april-us-official/articleshow/57886934.cms,economictimes.indiatimes.com,India
641454539,2017-03-29,CHN,,USA,,1.0,4,0.968208,04,http://theconversation.com/how-arctic-governance-could-become-a-testing-ground-for-sino-us-relations-74834,theconversation.com,United States
641454540,2017-03-29,CHN,,USA,,1.0,4,0.968208,04,http://theconversation.com/how-arctic-governance-could-become-a-testing-ground-for-sino-us-relations-74834,theconversation.com,United States
641463727,2017-03-29,CHN,,USA,,1.9,3,-0.346021,04,http://kpopherald.koreaherald.com/view.php?ud=201703291526571652718_2,kpopherald.koreaherald.com,South Korea
641467566,2017-03-29,CHN,,USA,,0.0,8,-0.663717,01,http://blackholezoo.com/chinese-lunar-rover-couldnt-find-the-american-flag-on-the-moon/,blackholezoo.com,Netherlands Antilles
641475163,2017-03-29,CHN,,USA,,1.9,2,-2.19491,04,http://wydaily.com/2017/03/29/in-wake-of-tiananmen-square-massacre-williamsburg-councilman-is-born/,wydaily.com,United States
641497274,2017-03-29,CHN,,USA,,4.0,2,0.746269,03,https://www.bloombergquint.com/politics/2017/03/29/belt-and-road-home-curbs-beijing-s-plan-eye-on-chinese-media,bloombergquint.com,India
641511995,2017-03-29,CHN,,USA,,3.4,2,-2.62431,05,http://mindanaoexaminer.com/aircraft-hangars-radar-installed-on-artificial-islands-cnn-news/,mindanaoexaminer.com,Philippines
641514758,2017-03-29,CHN,,USA,,5.2,1,-0.812065,03,http://wpsuperfanboy.com/2017/03/29/california-mom-who-beat-cancer-twice-dies-one-day-after.html,wpsuperfanboy.com,
641514759,2017-03-29,CHN,,USA,,5.2,1,-0.812065,03,http://wpsuperfanboy.com/2017/03/29/california-mom-who-beat-cancer-twice-dies-one-day-after.html,wpsuperfanboy.com,
641530653,2017-03-29,CHN,,USA,,3.4,2,-3.06785,05,https://taiwan-in-perspective.com/2017/03/29/its-not-time-to-start-worrying-about-taiwan/,taiwan-in-perspective.com,
641530654,2017-03-29,CHN,,USA,,3.4,2,-3.06785,05,https://taiwan-in-perspective.com/2017/03/29/its-not-time-to-start-worrying-about-taiwan/,taiwan-in-perspective.com,
641530657,2017-03-29,CHN,,USA,,0.0,1,-6.20155,01,http://www.ibtimes.co.uk/us-launches-anti-dumping-probe-against-chinese-aluminium-foil-manufacturers-1614270,ibtimes.co.uk,United States
641530659,2017-03-29,CHN,,USA,,3.4,2,-3.06785,05,https://taiwan-in-perspective.com/2017/03/29/its-not-time-to-start-worrying-about-taiwan/,taiwan-in-perspective.com,
641530660,2017-03-29,CHN,,USA,,3.4,1,-3.06785,05,https://taiwan-in-perspective.com/2017/03/29/its-not-time-to-start-worrying-about-taiwan/,taiwan-in-perspective.com,
641543757,2017-03-29,CHN,,USA,,2.8,1,5.77778,04,https://www.syracusenewtimes.com/page/366/,syracusenewtimes.com,United States
641557746,2017-03-29,CHN,,USA,,1.9,4,2.33129,04,http://www.openpr.com/news/484523/Wafer-Level-Packaging-Market-Value-Chain-and-Forecast-2016-2026.html,openpr.com,India
641562237,2017-03-29,CHN,,USA,,3.0,2,-0.762631,02,https://www.pr-inside.com/china-gynecological-devices-market-outlook-to-2023-r4583771.htm,pr-inside.com,India
641562238,2017-03-29,CHN,,USA,,4.0,4,1.84332,03,http://www.bizcommunity.com/Article/82/367/159752.html,bizcommunity.com,South Africa
641562239,2017-03-29,CHN,,USA,,4.0,1,1.84332,03,http://www.bizcommunity.com/Article/82/367/159752.html,bizcommunity.com,South Africa
641566708,2017-03-29,CHN,,USA,,4.0,3,-0.726612,03,http://www.ejinsight.com/20170329-john-tsang-according-to-beijing/,ejinsight.com,Hong Kong
641576521,2017-03-29,CHN,,USA,,7.0,8,-3.14304,04,http://uk.reuters.com/news/picture/editors-choice-pictures?articleId=UKRTX3378C,uk.reuters.com,United States
